title,tag,info,comments,content
最小说（2008 07）,豆瓣图书标签: 落落,郭敬明、落落、卢丽莉等 / 长江文艺出版社 / 2008 / 10元,(2135人评价),"专栏：
仲夏夜之梦（郭敬明）　　雨的窗（落落）　　昨日以前的星光（七堇年）　　给梦想（卢丽莉）
青春祭：
小时代（九）（郭敬明）　　蔷薇求救讯号（二）（卢丽..."
最小说（第一辑）,豆瓣图书标签: 落落,郭敬明 主编 / 长江文艺出版社 / 2006-11 / 8.00元,(3633人评价),"《最小说》以青春题材小说为主，资讯娱乐为副，每月发行一期，分专栏、短篇小说、中篇小说、长篇连载、绘本故事、读编互动、游戏类小测试等年轻人爱看的内容。
杂志由..."
痕记,豆瓣图书标签: 落落,痕痕 / 长江文艺出版社 / 2010-9 / 22.80元,(3579人评价),《痕记》记录了编辑与作家们的交往的点滴，从最初在投稿邮箱里发现优秀的投稿作者，到成为拥有十万以上销量的作家，这其中他们一点一滴成长的过程，以一个编辑的角度将...
岛,豆瓣图书标签: 落落,郭敬明 / 春风文艺出版社 / 2004-08 / 20.00,(4773人评价),《岛》是郭敬明发起成立的工作室的第一本处女作品，本书从一开始制定选题到约专栏写手，包括每篇文章的审核、插图海报的设计都由郭敬明监制完成，郭敬明本人也为本书量...
最小说（第三辑）,豆瓣图书标签: 落落,郭敬明 主编 / 长江文艺出版社 / 2007-1 / 8.00元,(1835人评价),"《最小说》是由青春小说领军人物郭敬明担任执行主编、长江文艺出版社出版的青春杂志。
　　《最小说》融入青春系列杂志的品位和风格，以青春题材小说为主，资讯娱乐为..."
剩者为王Ⅰ,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2012-11 / 25.00元,(2038人评价),《剩者为王1(2012年新版)》女主角盛如羲，1980年出生，女，未婚，一个典型的现代剩女。经过多年的努力，工作有一定的成果，但是却迟迟没有对象，孤单一人。...
剩者为王Ⅱ,豆瓣图书标签: 落落,落落 / 长江文艺出版社 / 2012-11-11 / 25.00元,(3020人评价),《剩者为王2》女主角盛如羲，1980年出生，女，未婚，一个典型的现代剩女。经过多年的努力，工作有一定的成果，但是却迟迟没有对象，孤单一人。同样情况还有盛如羲...
最小说（2007.09 第十一辑）,豆瓣图书标签: 落落,郭敬明 主编 / 长江文艺出版社 / 2007-9-1 / 8.00元,(1114人评价),"★少年新文艺　　青春最小说
★郭敬明、落落等联袂打造时尚青春ＭＯＯＫ品牌“最小说”
★郭敬明历时两年打造的“魔幻小说三部曲”首部《悲伤逆流成河》独家连载

..."
最小说 第十辑,豆瓣图书标签: 落落,郭敬明 / 长江文艺出版社 / 2007-8 / 8.00,(1418人评价),"★少年新文艺　　青春最小说
　　★郭敬明、落落等联袂打造时尚青春ＭＯＯＫ品牌“最小说”
　　★郭敬明历时两年打造的“魔幻小说三部曲”首部《悲伤逆流成河》独家..."
最小说（第五辑）,豆瓣图书标签: 落落,郭敬明 主编 / 长江文艺出版社 / 2007-3 / 8.00元,(1823人评价),《最小说》融入青春系列杂志的品位和风格，以青春题材小说为主，资讯娱乐为副，每月发行一期，分专栏、短篇小说、中篇小说、长篇连载、绘本故事、读编互动、游戏类小测...
﻿明朝那些事儿（1-9）,豆瓣图书标签: 历史,当年明月 / 中国海关出版社 / 2009-4 / 358.20元,(85163人评价),《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人...
人类简史,豆瓣图书标签: 历史,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(129488人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
活着,豆瓣图书标签: 历史,余华 / 作家出版社 / 2012-8-1 / 20.00元,(486898人评价),《活着(新版)》讲述了农村人福贵悲惨的人生遭遇。福贵本是个阔少爷，可他嗜赌如命，终于赌光了家业，一贫如洗。他的父亲被他活活气死，母亲则在穷困中患了重病，福贵...
万历十五年,豆瓣图书标签: 历史,[美] 黄仁宇 / 生活·读书·新知三联书店 / 1997-5 / 18.00元,(142011人评价),万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件，...
中国历代政治得失,豆瓣图书标签: 历史,钱穆 / 生活·读书·新知三联书店 / 2001 / 12.00元,(42324人评价),《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观...
三国演义（全二册）,豆瓣图书标签: 历史,[明] 罗贯中 / 人民文学出版社 / 1998-05 / 39.50元,(120368人评价),《三国演义》又名《三国志演义》、《三国志通俗演义》，是我国小说史上最著名最杰出的长篇章回体历史小说。 《三国演义》的作者是元末明初人罗贯中，由毛纶，毛宗岗父...
枪炮、病菌与钢铁,豆瓣图书标签: 历史,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(31504人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
当权的第三帝国,豆瓣图书标签: 历史,[英] 理查德·J. 埃文斯 / 哲理庐 / 九州出版社 / 2020-2 / 179.00元,(469人评价),和平的纳粹德国是一个怎样的国家？在纳粹党当权之初，没有人认为它会掀起又一场战争浩劫。在短短的六年间，它实行了一系列铁腕政策，镇压政治运动，整顿就业市场，刺激...
巨人的陨落,豆瓣图书标签: 历史,[英] 肯·福莱特 / 于大卫 / 江苏凤凰文艺出版社 / 2016-5-1 / 129.80元,(65724人评价),在第一次世界大战的硝烟中，每一个迈向死亡的生命都在热烈地生长——威尔士的矿工少年、刚失恋的美国法律系大学生、穷困潦倒的俄国兄弟、富有英俊的英格兰伯爵，以及痴...
有所不为的反叛者,豆瓣图书标签: 历史,罗新 / 上海三联书店 / 2019-5 / 52.00,(3752人评价),罗新教授近年撰写了许多“与专业反思有关”的学术随笔，反映他对历史、历史学和历史学工作的反思与理解。这些与他走出书斋用自己的脚步丈量历史、发现中国、认识世界异...
全球通史,豆瓣图书标签: 历史,(美) 斯塔夫里阿诺斯 / 吴象婴、梁赤民、董书慧、王昶 / 北京大学出版社 / 2012-2-1 / 168.00元,(10190人评价),《全球通史》由斯塔夫里阿诺斯著，吴象婴、梁赤民、董书慧、王昶译，作者在本书中采用全新的史学观点和方法，将整个世界看作一个不可分割的有机的统一体，从全球的角度...
叫魂,豆瓣图书标签: 历史,[美] 孔飞力 / 陈兼、刘昶 / 生活·读书·新知三联书店 上海三联书店 / 2012-5 / 38.00元,(19117人评价),《叫魂:1768年中国妖术大恐慌》中在中国的千年帝制时代，清高宗弘历可谓是空前绝后的一人，然而在乾隆盛世达到登峰造极的时候，整个大清的政治与社会生活却被一股...
明朝那些事儿（壹）,豆瓣图书标签: 历史,当年明月 / 中国友谊出版公司 / 2006-9 / 24.80,(182229人评价),从朱元璋的出身开始写起，到永乐大帝夺位的靖难之役结束为止。叙述了明朝最艰苦卓绝的开国过程。朱元璋pk陈友谅，谁堪问鼎天下？战太平、太湖大决战。卧榻之侧埋恶虎...
第三帝国的到来,豆瓣图书标签: 历史,[英] 理查德·J. 埃文斯 / 赖丽薇 / 九州出版社 / 2020-2 / 145.00元,(470人评价),德国在一战前曾是欧洲最富裕、最强大的经济体，反犹主义在政治中明显处于边缘地位。然而，起初只是一群极端分子和恶棍的纳粹党人，在数年之中就把德国变成了一党独裁的...
生活与命运,豆瓣图书标签: 历史,[俄罗斯] 瓦西里·格罗斯曼 / 力冈 / 理想国丨四川人民出版社 / 2020-2 / 149.00元,(586人评价),1960年，瓦西里•格罗斯曼（Васи́лий Гро́ссман，1905—1964）完成长篇历史小说《生活与命运》。苏联当局负责意识形态的苏斯洛夫称此书...
邓小平时代,豆瓣图书标签: 历史,[美] 傅高义 / 冯克利 / 生活·读书·新知三联书店 / 2013-1 / 88.00元,(28642人评价),"邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。
哈..."
鸟瞰古文明,豆瓣图书标签: 历史,[法] 让-克劳德·戈尔万 / 严可婷 / 后浪丨湖南美术出版社 / 2019-10 / 128.00元,(1314人评价),"130幅城市复原图，重现古文明全景
借由细腻画笔，溯着时间之流，触碰千年前的繁华巨梦
以地中海沿岸为中心，横跨九大地域，近百座建筑群跃然眼前
它们是古代统治..."
人类简史,豆瓣图书标签: 历史,[以] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2-1 / 68.00元,(18410人评价),"【内容简介】
十万年前，地球上至少有六种不同的人，
但今日，世界舞台为什么只剩下我们自己？
从只能啃食虎狼吃剩残骨的猿人，到跃居食物链顶端的智人，
从雪维洞..."
夹边沟记事,豆瓣图书标签: 历史,杨显惠 / 花城出版社 / 2008-09 / 34.00元,(26405人评价),这是一段尘封四十年的历史，当年的幸存者散落在各个角落，没有人问过他们到底发生了什么，当年的死难者早已化为白骨，连他们的后代也不知道埋在何处。幸亏杨显惠这位有...
历史深处的忧虑,豆瓣图书标签: 历史,林达 / 生活·读书·新知三联书店 / 1997-5 / 19.00元,(36256人评价),美国的面积和中国差不多。和大多数留学生及新移民一样，当我们一脚踏上这块广袤的陌生土地时，最初落脚点的选择是十分偶然的。我们落在了一个普通的地方，居住的环境平...
﻿被讨厌的勇气,豆瓣图书标签: 心理学,岸见一郎、古贺史健 / 渠海霞 / 机械工业出版社 / 2015-3-1 / 39.8,(24893人评价),"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出最美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因..."
乌合之众,豆瓣图书标签: 心理学,（法）勒庞 / 冯克利 / 中央编译出版社 / 2011-5-1 / 16.00元,(97230人评价),古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名；在社会...
天才在左 疯子在右,豆瓣图书标签: 心理学,高铭 / 武汉大学出版社 / 2010-2 / 29.80元,(229361人评价),本书以访谈录的形式记载了生活在另一个角落的人群（精神病患者、心理障碍者等边缘人）深刻、视角独特的所思所想，让人们可以了解到疯子抑或天才真正的内心世界。此书是...
社会心理学,豆瓣图书标签: 心理学,[美] 戴维·迈尔斯 / 张智勇、乐国安、侯玉波 等 / 人民邮电出版社 / 2006-1 / 68.00元,(17354人评价),"《社会心理学》这本书被美国700多所大学或学院的心理系所采用，是这一领域的主导教材，已经成为评价其他教材的标准。
这本书将基础研究与实践应用完美地结合在一起..."
非暴力沟通,豆瓣图书标签: 心理学,[美] 马歇尔·卢森堡 / 阮胤华 / 华夏出版社 / 2009-1 / 29.00元,(34668人评价),作为一个遵纪守法的好人，也许我们从来没有想过和“暴力”扯上关系。不过如果稍微留意一下现实生活中的谈话方式，并且用心体会各种谈话方式给我们的不同感受，我们一定...
了不起的我,豆瓣图书标签: 心理学,陈海贤 / 台海出版社 / 2019-10-23 / 69.00元,(3931人评价),"如何养成一个新习惯？
如何让心智变得更成熟？
如何拥有高质量的关系？
如何走出人生的艰难时刻？
不同的人生阶段，有什么不同的使命？
……
破解这些难题，心理..."
亲密关系,豆瓣图书标签: 心理学,罗兰•米勒 (Rowland Miller)、丹尼尔•珀尔曼 (Daniel Perlman) / 王伟平 / 人民邮电出版社 / 2011-1-1 / 68.00元,(11868人评价),"爱情是人类情感中最美妙的一种体验，古今中外关于爱情的伟大文学作品有许多，但从心理学角度对两性关系进行科学而系统总结的专著尚为数不多。
《亲密关系》从一出版，..."
少有人走的路,豆瓣图书标签: 心理学,[美] M·斯科特·派克 / 于海生 / 吉林文史出版社 / 2007-1 / 26.00元,(80904人评价),这本书处处透露出沟通与理解的意味，它跨越时代限制，帮助我们探索爱的本质，引导我们过上崭新，宁静而丰富的生活；它帮助我们学习爱，也学习独立；它教诲我们成为更称...
社会性动物,豆瓣图书标签: 心理学,Elliot Aronson / 邢占军 / 华东师范大学出版社 / 2007-12 / 45.00元,(8266人评价),《社会性动物》是“美国社会心理学的《圣经》”（Revue des Questions Scientifiques的评价），“仍然是最好的……是一部杰作”（C...
自控力,豆瓣图书标签: 心理学,[美]  凯利·麦格尼格尔 / 王岑卉 / 文化发展出版社(原印刷工业出版社) / 2012-8 / 39.80元,(45174人评价),《自控力》内容简介：作为一名健康心理学家，凯利•麦格尼格尔博士的工作就是帮助人们管理压力，并在生活中做出积极的改变。多年来，通过观察学生们是如何控制选择的，...
爱的博弈,豆瓣图书标签: 心理学,约翰·戈特曼 (John Gottman)、娜恩·西尔弗 (Nan Silver) / 穆君、伏维 / 浙江人民出版社 / 2014-1-1 / 49.90,(1331人评价),"20世纪最具影响力的心理治疗大师、美国“婚姻教皇”约翰·戈特曼亲密关系四部曲之三，美国亚马逊热销13年，让婚姻持久保鲜的人际关系圣经。
揭示关于爱的谜团：该..."
心理学与生活,豆瓣图书标签: 心理学,[美] 理查德·格里格、菲利普·津巴多 / 王垒、王甦 等 / 人民邮电出版社 / 2003-10 / 88.00元,(16178人评价),《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大...
爱的艺术,豆瓣图书标签: 心理学,[美] 艾·弗洛姆 / 李健鸣 / 上海译文出版社 / 2008-4 / 15.00元,(28515人评价),《爱的艺术》是德裔美籍心理学家和哲学家、法兰克福学派重要成员艾里希-弗洛姆最著名的作品，自1956年出版至今已被翻译成32种文字，在全世界畅销不衰，被誉为当...
影响力,豆瓣图书标签: 心理学,[美] 罗伯特·西奥迪尼 / 陈叙 / 中国人民大学出版社 / 2006-5 / 45.00元,(39222人评价),政治家运用影响力来赢得选举，商人运用影响力来兜售商品，推销员运用影响力诱惑你乖乖地把金钱捧上。即使你的朋友和家人，不知不觉之间，也会把影响力用到你的身上。但...
原生家庭,豆瓣图书标签: 心理学,（美）苏珊·福沃德博士、（美）克雷格·巴克 / 黄姝、王婷 / 北京时代华文书局│阳光博客 / 2018-8 / 58.00,(7364人评价),"不健康的家庭体系，就像高速公路上的连环追尾，其恶劣影响会代代相传！
这是一部振聋发聩的家庭心理疗伤经典之作。苏珊·福沃德博士通过工作中接触到的大量真实素材，..."
活出生命的意义,豆瓣图书标签: 心理学,[奥] 维克多·弗兰克 / 吕娜 / 华夏出版社 / 2010-6 / 29.00元,(12557人评价),著名心理学家弗兰克尔是20世纪的一个奇迹。纳粹时期，作为犹太人，他的全家都被关进了奥斯威辛集中营，他的父母、妻子、哥哥，全都死于毒气室中，只有他和妹妹幸存。...
无处安放的同情,豆瓣图书标签: 心理学,[德]汉宁·里德 / 周雨霏 / 广东人民出版社 / 2020-1 / 58.00元,(1129人评价),"莱比锡图书奖得主经典哲学著作；20余位欧洲哲学家跨越时空的思想交锋；四个著名思想实验，一场关于世界大同的道德辩论！
为什么我们总是对远处的灾难报以极大的同情..."
思考，快与慢,豆瓣图书标签: 心理学,[美] 丹尼尔·卡尼曼 / 胡晓姣、李爱民、何梦莹 / 中信出版社 / 2012-7 / 69.00元,(13377人评价),"《纽约时报》2011年度十大好书
新书上市，连续20多周蝉联亚马逊、《纽约时报》畅销书排行榜前20名，上市至今超过7个月，横扫全球各大畅销书排行榜，稳居亚马..."
亲密关系,豆瓣图书标签: 心理学,[美] 罗兰·米勒 (Rowland S. Miller) / 王伟平 译、彭凯平 校 / 人民邮电出版社 / 2015-6 / 138.00元,(4142人评价),亲密关系与泛泛之交有什么区别；大丈夫与小女子真的般配吗；吸引力的秘密是什么；男人与女人真的是不同的动物吗；同性恋真的是由基因决定的吗；单亲家庭的孩子长大后更...
心流,豆瓣图书标签: 心理学,[美] 米哈里·契克森米哈赖 / 张定绮 / 中信出版集团 / 2017-11 / 49.00,(5915人评价),“心流”是指我们在做某些事情时，那种全神贯注、投入忘我的状态——这种状态下，你甚至感觉不到时间的存在，在这件事情完成之后我们会有一种充满能量并且非常满足的感...
﻿小王子,豆瓣图书标签: 哲学,[法] 圣埃克苏佩里 / 马振聘 / 人民文学出版社 / 2003-8 / 22.00元,(570397人评价),小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行...
被讨厌的勇气,豆瓣图书标签: 哲学,岸见一郎、古贺史健 / 渠海霞 / 机械工业出版社 / 2015-3-1 / 39.8,(24893人评价),"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出最美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因..."
人类简史,豆瓣图书标签: 哲学,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(129488人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
局外人,豆瓣图书标签: 哲学,[法] 阿尔贝·加缪 / 柳鸣九 / 上海译文出版社 / 2010-8 / 22.00元,(126291人评价),《局外人》是加缪小说的成名作和代表作之一，堪称20世纪整个西方文坛最具有划时代意义最著名小说之一，“局外人”也由此成为整个西方文学-哲学中最经典的人物形象和...
时间的秩序,豆瓣图书标签: 哲学,[意] 卡洛·罗韦利 / 杨光 / 博集天卷 | 湖南科学技术出版社 / 2019-6 / 56.00元,(8890人评价),为什么我们记得过去，而非未来？时间“流逝”意味着什么？是我们存在于时间之内，还是时间存在于我们之中？卡洛·罗韦利用诗意的文字，邀请我们思考这一亘古难题——时...
人生的智慧,豆瓣图书标签: 哲学,[德] 阿图尔·叔本华 / 韦启昌 / 上海人民出版社 / 2008-10 / 28.00元,(15982人评价),他于1850年写了《附录和补遗》一书，《人生的智慧》是该书中的一部分。在书中，他以优雅的文体，格言式的笔触阐述了自己对人生的看法。《人生的智慧》使沉寂多年的...
洞穴奇案,豆瓣图书标签: 哲学,[美] 萨伯 / 陈福勇、张世泰 / 生活·读书·新知三联书店 / 2009-06 / 18.00,(6405人评价),五名洞穴探险人受困山洞，水尽粮绝，无法在短期内获救。为了维生以待救援，大家约定抽签吃掉其中一人，牺牲他以救活其余四人。威特摩尔是这～方案的最初提议人，但在抽...
天才在左 疯子在右,豆瓣图书标签: 哲学,高铭 / 武汉大学出版社 / 2010-2 / 29.80元,(229361人评价),本书以访谈录的形式记载了生活在另一个角落的人群（精神病患者、心理障碍者等边缘人）深刻、视角独特的所思所想，让人们可以了解到疯子抑或天才真正的内心世界。此书是...
牧羊少年奇幻之旅,豆瓣图书标签: 哲学,[巴西] 保罗·柯艾略 / 丁文林 / 南海出版公司 / 2009-3-1 / 25.00元,(119256人评价),牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间...
哲学家们都干了些什么,豆瓣图书标签: 哲学,林欣浩 / 北京联合出版公司 / 2015-4 / 52.00元,(14731人评价),"“哲学史写得这么浅白风趣八卦，你让我们哲学系的人还怎么混？！”
轰动豆瓣的奇葩之书，连续三年蝉联豆瓣电子阅读榜第一的神作
经作者全面修订后，2015年重新问..."
月亮和六便士,豆瓣图书标签: 哲学,[英] 毛姆 / 傅惟慈 / 上海译文出版社 / 2006-8 / 15.00元,(131881人评价),一个英国证券交易所的经纪人，本已有牢靠的职业和地位、美满的家庭，但却迷恋上绘画，像“被魔鬼附了体”，突然弃家出走，到巴黎去追求绘画的理想。他的行径没有人能够...
理想国,豆瓣图书标签: 哲学,[古希腊] 柏拉图 / 郭斌和、张竹明 / 商务印书馆 / 1986-8 / 28.00元,(22403人评价),"《理想国》涉及柏拉图思想体系的各个方面，包括哲学、伦理、教育、文艺、政治等内容，主要是探讨理想国家的问题。
《理想国》一书是柏拉图的一篇重要对话录，对话录里..."
苏菲的世界,豆瓣图书标签: 哲学,[挪] 乔斯坦·贾德 / 萧宝森 / 作家出版社 / 2007-10 / 26.00元,(36848人评价),这本书以小说的形式，通过一名哲学导师向一个叫苏菲的女孩传授哲学知识的经过，揭示了西方哲学发展的历程。由前苏格拉底时代到萨特，以及亚里士多德、笛卡儿、黑格尔等...
毛泽东选集 第一卷,豆瓣图书标签: 哲学,毛泽东 / 人民出版社 / 1991-6 / 40.00元,(9079人评价),《毛泽东选集》(第1卷)包括了毛泽东同志在中国革命各个时期中的重要著作。几年前各地方曾经出过几种不同版本的《毛泽东选集》，都是没有经过著者审查的，体例颇为杂...
苏菲的世界,豆瓣图书标签: 哲学,（挪威）乔斯坦·贾德 / 萧宝森 / 作家出版社 / 1999-04 / 26.80元,(105470人评价),《苏菲的世界》是讲14岁的少女苏菲某天放学回家，发现了神秘的一封信。—你是谁？—世界从哪里来？就这样，在某个神秘导师的指引下，苏菲开始思索，从古希腊到康德、...
无处安放的同情,豆瓣图书标签: 哲学,[德]汉宁·里德 / 周雨霏 / 广东人民出版社 / 2020-1 / 58.00元,(1129人评价),"莱比锡图书奖得主经典哲学著作；20余位欧洲哲学家跨越时空的思想交锋；四个著名思想实验，一场关于世界大同的道德辩论！
为什么我们总是对远处的灾难报以极大的同情..."
走出唯一真理观,豆瓣图书标签: 哲学,陈嘉映 / 上海文艺出版社 / 2020-5 / 58,(273人评价),"★陈嘉映2007—2018自选文集。
★《何为良好生活》后新作，认真思考，认真表述这些思考，召唤爱思考的人来一道思考。
★在危机与纷争爆发的时代，哲学如何协..."
大问题,豆瓣图书标签: 哲学,[美] 罗伯特·C. 所罗门、[美] 凯思林·M. 希金斯 / 张卜天 / 广西师范大学出版社 / 2014-8 / 65.00元,(5125人评价),本书的目的就是引导读者进入真正思考的大门。罗伯特•所罗门教授尤以擅长授课和写作清晰晓畅著称，他不像一般哲学导论著作那样按照事件发生的顺序罗列哲学史上的一些观...
不能承受的生命之轻,豆瓣图书标签: 哲学,[捷克] 米兰·昆德拉 / 许钧 / 上海译文出版社 / 2003-7 / 23.00元,(200428人评价),《不能承受的生命之轻》是米兰·昆德拉最负盛名的作品。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但它不是一个男人和两个女人的三角性爱故事，它是一部哲理小...
悉达多,豆瓣图书标签: 哲学,[德] 赫尔曼·黑塞 / 杨玉功 译、丁君君 校 / 上海人民出版社 / 2009-3 / 20.00,(24847人评价),古印度贵族青年悉达多英俊聪慧，拥有人们羡慕的一切。为了追求心灵的安宁，他孤身一人展开了求道之旅。他在舍卫城聆听佛陀乔答摩宣讲教义，在繁华的大城中结识了名妓伽...
﻿看见,豆瓣图书标签: 社会学,柴静 / 广西师范大学出版社 / 2013-1-1 / 39.80元,(273854人评价),《看见》是知名记者和主持人柴静讲述央视十年历程的自传性作品，既是柴静个人的成长告白书，某种程度上亦可视作中国社会十年变迁的备忘录。十年前她被选择成为国家电视...
人类简史,豆瓣图书标签: 社会学,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(129488人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
乡土中国,豆瓣图书标签: 社会学,费孝通 / 上海人民出版社 / 2006-4 / 38.00,(35566人评价),著名社会学家费孝通教授，一生行行重行行，实地调查和考察总结中国农村经济发展的各种模式，写下了诸多不朽篇章。本书推出的是学界共认的中国乡土社会传统文化和社会结...
乌合之众,豆瓣图书标签: 社会学,（法）勒庞 / 冯克利 / 中央编译出版社 / 2011-5-1 / 16.00元,(97230人评价),古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名；在社会...
枪炮、病菌与钢铁,豆瓣图书标签: 社会学,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(31504人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
父权制与资本主义,豆瓣图书标签: 社会学,[日] 上野千鹤子 / 邹韵、薛梅 / 浙江大学出版社 / 2020-3 / 58.00元,(392人评价),"什么是父权制？当代女性又是如何遭到父权制压迫和剥削的？女性解放道路在何方？
本书是作者历经十年完成的重要作品，是其在第二波女性主义接近尾声，后现代女性主义思..."
潜规则,豆瓣图书标签: 社会学,吴思 / 云南人民出版社 / 2001-1 / 16.00元,(15670人评价),相同ISBN的还有云南人民出版社出版的《平凡的世界》（第三届茅盾文学奖获奖作品）《纳西东巴古籍译注全集》（第39卷）《林语堂作品集》（著名作家精品文丛系列）...
最好的告别,豆瓣图书标签: 社会学,[美] 阿图·葛文德（Atul Gawande） / 王一方 主编、彭小华 / 浙江人民出版社 / 2015-7-31 / CNY 54.90,(24571人评价),当独立、自助的生活不能再维持时，我们该怎么办？在生命临近终点的时刻，我们该和医生谈些什么？应该如何优雅地跨越生命的终点？对于这些问题，大多数人缺少清晰的观念...
天才在左 疯子在右,豆瓣图书标签: 社会学,高铭 / 武汉大学出版社 / 2010-2 / 29.80元,(229361人评价),本书以访谈录的形式记载了生活在另一个角落的人群（精神病患者、心理障碍者等边缘人）深刻、视角独特的所思所想，让人们可以了解到疯子抑或天才真正的内心世界。此书是...
娱乐至死,豆瓣图书标签: 社会学,[美] 尼尔·波兹曼 / 章艳 / 广西师范大学出版社 / 2011-6 / 29.80元,(34565人评价),《娱乐至死》是对20世纪后半叶美国文化中最重大变化的探究和哀悼：印刷术时代步入没落，而电视时代蒸蒸日上；电视改变了公众话语的内容和意义；政治、宗教、教育和任...
社会心理学,豆瓣图书标签: 社会学,[美] 戴维·迈尔斯 / 张智勇、乐国安、侯玉波 等 / 人民邮电出版社 / 2006-1 / 68.00元,(17354人评价),"《社会心理学》这本书被美国700多所大学或学院的心理系所采用，是这一领域的主导教材，已经成为评价其他教材的标准。
这本书将基础研究与实践应用完美地结合在一起..."
跨越边界的社区（修订版）,豆瓣图书标签: 社会学,项飙 / 生活•读书•新知三联书店 / 2018-3 / 68.00元,(1914人评价),"持续至今的真实“北漂”史。转型中的中国城市、流动人口、经济与社会。北京“浙江村”与“浙江村人”三十年生活记录研究。

“浙江村”，20世纪80年代起渐次于北..."
无处安放的同情,豆瓣图书标签: 社会学,[德]汉宁·里德 / 周雨霏 / 广东人民出版社 / 2020-1 / 58.00元,(1129人评价),"莱比锡图书奖得主经典哲学著作；20余位欧洲哲学家跨越时空的思想交锋；四个著名思想实验，一场关于世界大同的道德辩论！
为什么我们总是对远处的灾难报以极大的同情..."
剧变,豆瓣图书标签: 社会学,[美] 贾雷德·戴蒙德 / 曾楚媛 / 中信出版社 / 2020-4 / 98.00元,(732人评价),《剧变》探讨了一个当前人类社会面临的重大问题：当危机来临时，我们该如何应对？从个人视角而言，危机可以改变一个人的成长轨迹，如处理不当，终其一生会生活在负面情...
血酬定律,豆瓣图书标签: 社会学,吴思 / 中国工人出版社 / 2003-08 / 23.80,(10825人评价),本书提出了血酬和元规则等概述，这些概念代表了我力所能及的深度。所谓血酬，即流血拼命所得的酬报，体现着生命与生存资源的交换关系。从晚清到民国，吃这碗饭的人比产...
